order_id,order_volume,warehouse_processing_time,shipment_distance_km,traffic_level,weather_severity,historical_delay_rate,delivery_status
13702,267,8,16.76,3,0,0.16,At Risk
13703,192,9,145.82,2,2,0.16,At Risk
13704,158,5,94.31,1,0,0.16,At Risk
13705,157,3,208.68,1,0,0.15,On-Time
13706,168,2,240.5,1,1,0.14,On-Time
13707,375,6,253.01,2,1,0.12,At Risk
13708,276,6,242.69,2,2,0.13,Delayed
13709,146,2,247.1,2,0,0.14,On-Time
13710,86,3,140.54,1,0,0.05,On-Time
13711,372,12,129.08,3,1,0.31,Delayed
13712,71,3,190.14,1,1,0.09,On-Time
13713,244,5,213.97,3,0,0.2,At Risk
13714,235,9,107.65,3,0,0.16,At Risk
13715,322,6,173.37,3,0,0.22,At Risk
13716,159,6,85.98,2,0,0.09,On-Time
13717,96,3,146.68,2,1,0.09,On-Time
13718,375,8,160.36,3,3,0.32,Delayed
13719,85,2,120.97,2,1,0.11,On-Time
13720,356,5,187.19,2,1,0.24,At Risk
13721,327,4,78.59,3,1,0.24,At Risk
13722,396,9,91.16,3,2,0.27,Delayed
13723,242,7,175.87,1,1,0.05,On-Time
13724,376,11,160.67,3,3,0.18,Delayed
13725,245,6,133.79,3,1,0.25,At Risk
13726,292,7,263.9,2,2,0.21,Delayed
13727,347,10,138.2,3,1,0.22,Delayed
13728,336,10,213.31,3,3,0.25,Delayed
13729,349,5,256.45,1,1,0.23,At Risk
13730,329,6,79.55,3,2,0.23,At Risk
13731,269,9,165.86,2,3,0.29,Delayed
13732,151,6,181.18,1,0,0.14,On-Time
13733,403,11,156.83,3,2,0.19,Delayed
13734,442,8,82.93,2,1,0.27,Delayed
13735,276,6,242.69,2,2,0.13,Delayed
13736,451,12,212.14,3,3,0.19,Delayed
13737,199,4,149.56,2,1,0.09,On-Time
13738,208,6,79.64,1,2,0.2,At Risk
13739,247,9,114.98,1,2,0.22,At Risk
13740,94,6,197.95,2,1,0.13,On-Time
13741,419,7,275.75,2,2,0.33,Delayed
13742,412,10,298.23,3,2,0.33,Delayed
13743,65,3,176.44,2,1,0.06,Delayed
13744,159,9,62.02,3,2,0.14,At Risk
13745,65,4,204.92,2,1,0.05,On-Time
13746,152,6,207.57,2,0,0.15,On-Time
13747,286,7,44.65,2,1,0.28,Delayed
13748,151,6,159.02,1,1,0.14,On-Time
13749,360,5,198.65,2,1,0.16,At Risk
13750,442,8,82.93,2,1,0.27,Delayed
13751,323,10,176.6,2,1,0.28,Delayed
13752,304,6,258.37,2,0,0.23,At Risk
13753,367,6,152.97,3,1,0.18,At Risk
13754,474,8,177.62,3,3,0.23,Delayed
13755,162,5,172.81,1,1,0.16,At Risk
13756,164,8,217.78,1,1,0.21,At Risk
13757,394,5,190.66,3,1,0.17,At Risk
13758,155,4,265.95,2,0,0.07,On-Time
13759,158,5,94.31,1,0,0.16,At Risk
13760,251,8,69.38,1,2,0.23,At Risk
13761,75,4,202.94,1,0,0.13,On-Time
13762,313,4,245.95,1,0,0.19,At Risk
13763,265,7,203.09,2,2,0.18,Delayed
13764,299,8,268.14,2,2,0.22,Delayed
13765,292,7,263.9,2,2,0.21,Delayed
13766,281,10,188.71,3,1,0.25,Delayed
13767,98,5,47.07,2,0,0.11,On-Time
13768,161,4,271.82,2,0,0.13,On-Time
13769,418,7,29.47,3,3,0.32,Delayed
13770,394,8,74.14,3,2,0.25,At Risk
13771,451,12,212.14,3,3,0.19,Delayed
13772,392,12,182.2,3,3,0.26,Delayed
13773,274,9,262.08,3,3,0.19,Delayed
13774,297,6,131.16,1,0,0.2,At Risk
13775,321,11,239.88,3,1,0.19,Delayed
13776,394,5,190.66,3,1,0.17,At Risk
13777,155,4,265.95,2,0,0.07,On-Time
13778,256,12,124.47,2,3,0.3,Delayed
13779,296,8,213.23,3,3,0.34,Delayed
13780,196,2,224.84,1,0,0.1,On-Time
13781,219,7,190.6,1,0,0.11,On-Time
13782,236,3,208.24,2,1,0.07,On-Time
13783,188,6,161.58,1,0,0.09,On-Time
13784,294,10,96.04,3,1,0.32,Delayed
13785,301,6,93.6,1,0,0.11,At Risk
13786,416,10,194.03,2,2,0.25,Delayed
13787,416,8,187.45,2,1,0.26,Delayed
13788,83,2,192.93,2,1,0.14,On-Time
13789,182,5,113.41,2,0,0.14,On-Time
13790,397,8,125.61,3,0,0.11,At Risk
13791,235,5,150.81,3,1,0.13,At Risk
13792,238,2,19.83,2,1,0.14,On-Time
13793,233,8,237.87,2,2,0.12,At Risk
13794,257,12,247.78,2,2,0.35,Delayed
13795,74,4,221.07,1,1,0.14,On-Time
13796,142,3,94.92,2,1,0.11,On-Time
13797,182,4,130.47,1,2,0.1,At Risk
13798,90,6,100.83,2,0,0.12,On-Time
13799,367,6,152.97,3,1,0.18,At Risk
13800,457,10,154.52,2,3,0.19,Delayed
13801,394,10,216.82,2,1,0.2,Delayed
13802,231,4,72.2,1,1,0.18,At Risk
13803,341,9,126.01,3,2,0.27,Delayed
13804,282,7,213.99,2,1,0.34,Delayed
13805,167,3,148.68,1,1,0.11,On-Time
13806,446,7,185.42,3,3,0.27,Delayed
13807,371,4,182.34,1,0,0.2,At Risk
13808,381,11,246.53,3,2,0.21,Delayed
13809,129,6,111.9,1,1,0.06,On-Time
13810,243,3,175.83,1,0,0.09,On-Time
13811,64,2,169.53,1,1,0.14,On-Time
13812,251,6,82.39,3,2,0.17,At Risk
13813,167,2,135.0,1,1,0.06,On-Time
13814,247,9,114.98,1,2,0.22,At Risk
13815,99,2,194.49,1,1,0.09,Delayed
13816,469,7,135.68,2,1,0.31,Delayed
13817,208,9,250.85,2,2,0.22,At Risk
13818,256,12,124.47,2,3,0.3,Delayed
13819,346,7,199.02,3,2,0.17,At Risk
13820,350,6,159.7,3,2,0.1,At Risk
13821,59,7,148.82,1,1,0.12,On-Time
13822,318,11,131.55,3,3,0.33,Delayed
13823,325,8,277.32,1,2,0.11,At Risk
13824,333,12,97.59,2,1,0.33,Delayed
13825,159,6,85.98,2,0,0.09,On-Time
13826,261,10,230.57,3,1,0.22,Delayed
13827,499,8,156.51,3,1,0.3,Delayed
13828,86,6,219.32,1,0,0.14,On-Time
13829,71,7,212.01,1,0,0.1,On-Time
13830,396,9,91.16,3,2,0.27,Delayed
13831,164,6,138.78,2,2,0.22,At Risk
13832,275,4,235.45,2,2,0.23,At Risk
13833,65,4,204.92,2,1,0.05,On-Time
13834,84,2,149.9,1,0,0.08,On-Time
13835,339,8,258.63,3,2,0.33,Delayed
13836,271,4,199.84,1,2,0.14,At Risk
13837,216,3,219.46,2,0,0.15,On-Time
13838,345,5,242.29,2,0,0.2,At Risk
13839,388,7,274.55,2,1,0.27,Delayed
13840,280,12,269.33,2,3,0.32,Delayed
13841,200,4,90.36,2,1,0.1,On-Time
13842,192,9,145.82,2,2,0.16,At Risk
13843,245,6,133.79,3,1,0.25,At Risk
13844,397,10,231.19,3,3,0.27,Delayed
13845,465,11,161.65,2,2,0.28,Delayed
13846,95,6,174.72,2,0,0.06,On-Time
13847,201,8,180.24,1,1,0.24,At Risk
13848,193,4,69.44,2,0,0.09,On-Time
13849,416,10,215.13,2,3,0.33,Delayed
13850,140,5,183.34,1,0,0.06,On-Time
13851,208,6,79.64,1,2,0.2,At Risk
13852,382,10,282.84,3,1,0.32,Delayed
13853,155,8,208.25,2,0,0.17,At Risk
13854,264,6,170.77,1,0,0.24,At Risk
13855,282,9,134.4,1,0,0.19,At Risk
13856,141,5,167.24,1,0,0.12,On-Time
13857,282,11,64.98,3,2,0.31,Delayed
13858,60,7,203.61,1,0,0.13,On-Time
13859,315,5,58.93,2,2,0.19,At Risk
13860,169,4,204.45,3,2,0.1,At Risk
13861,50,7,78.29,1,0,0.06,On-Time
13862,340,5,205.69,2,1,0.12,At Risk
13863,371,7,218.91,3,1,0.29,Delayed
13864,221,7,113.57,2,0,0.14,On-Time
13865,115,2,168.1,2,0,0.07,At Risk
13866,272,7,33.16,2,2,0.22,At Risk
13867,205,5,262.96,3,2,0.14,At Risk
13868,297,11,138.63,2,3,0.23,Delayed
13869,137,5,304.23,2,1,0.06,On-Time
13870,255,12,202.19,2,3,0.27,Delayed
13871,365,8,125.92,3,0,0.23,At Risk
13872,220,6,203.26,2,0,0.07,On-Time
13873,54,5,122.08,1,1,0.14,On-Time
13874,305,12,151.08,3,2,0.25,Delayed
13875,347,10,138.2,3,1,0.22,Delayed
13876,285,6,249.79,3,1,0.31,Delayed
13877,377,8,116.2,3,0,0.23,At Risk
13878,220,6,183.07,1,1,0.14,On-Time
13879,266,7,162.53,3,2,0.18,Delayed
13880,268,4,15.76,2,2,0.2,At Risk
13881,176,7,190.85,2,0,0.11,On-Time
13882,419,6,187.16,3,3,0.33,Delayed
13883,139,3,190.9,1,1,0.14,On-Time
13884,350,8,237.95,2,1,0.22,Delayed
13885,125,6,191.19,2,1,0.12,On-Time
13886,195,9,220.96,1,1,0.16,At Risk
13887,383,7,112.1,3,1,0.28,Delayed
13888,243,4,152.61,1,1,0.2,At Risk
13889,336,8,147.41,1,2,0.25,At Risk
13890,81,5,280.53,1,1,0.08,On-Time
13891,202,7,166.45,2,2,0.24,At Risk
13892,316,6,147.37,2,1,0.27,Delayed
13893,209,5,259.66,2,1,0.11,At Risk
13894,372,12,129.08,3,1,0.31,Delayed
13895,282,11,64.98,3,2,0.31,Delayed
13896,246,6,165.92,1,1,0.15,On-Time
13897,219,6,226.58,1,1,0.23,At Risk
13898,356,8,169.67,1,0,0.13,At Risk
13899,127,4,186.82,1,1,0.12,On-Time
13900,371,4,182.34,1,0,0.2,At Risk
13901,262,5,157.23,3,0,0.12,At Risk
13902,500,7,201.73,2,2,0.3,Delayed
13903,180,3,120.42,2,0,0.08,On-Time
13904,442,6,221.56,3,1,0.24,Delayed
13905,247,6,194.96,3,0,0.19,At Risk
13906,486,10,198.22,2,2,0.32,Delayed
13907,373,9,191.58,1,0,0.22,At Risk
13908,326,4,37.67,1,0,0.18,On-Time
13909,237,6,141.49,1,1,0.07,On-Time
13910,153,8,166.74,1,0,0.14,At Risk
13911,370,4,233.4,3,1,0.24,At Risk
13912,319,6,225.21,2,2,0.2,Delayed
13913,357,5,163.45,3,2,0.2,At Risk
13914,325,9,207.85,1,2,0.2,At Risk
13915,202,9,161.41,3,2,0.23,At Risk
13916,200,7,143.33,3,0,0.16,At Risk
13917,189,4,237.35,1,0,0.12,On-Time
13918,380,10,169.95,2,1,0.32,Delayed
13919,350,8,237.95,2,1,0.22,Delayed
13920,192,7,113.17,1,2,0.13,At Risk
13921,202,6,54.53,3,1,0.17,At Risk
13922,411,12,183.81,3,3,0.32,Delayed
13923,476,12,166.75,3,1,0.26,Delayed
13924,245,7,105.16,2,0,0.11,On-Time
13925,398,12,197.13,2,2,0.34,Delayed
13926,356,8,123.57,2,2,0.28,Delayed
13927,474,6,158.81,2,3,0.24,Delayed
13928,254,8,150.63,1,1,0.13,At Risk
13929,158,3,179.93,1,0,0.11,On-Time
13930,175,7,134.07,1,0,0.21,At Risk
13931,329,6,79.55,3,2,0.23,At Risk
13932,150,3,82.88,1,0,0.12,On-Time
13933,316,5,198.61,1,2,0.17,At Risk
13934,380,10,169.95,2,1,0.32,Delayed
13935,186,2,296.61,2,1,0.14,On-Time
13936,307,8,158.41,3,2,0.28,Delayed
13937,296,8,213.23,3,3,0.34,Delayed
13938,467,9,126.84,3,1,0.27,Delayed
13939,89,4,179.37,2,0,0.13,On-Time
13940,197,2,107.18,2,1,0.1,On-Time
13941,134,4,222.71,1,1,0.15,On-Time
13942,267,8,16.76,3,0,0.16,At Risk
13943,201,8,180.24,1,1,0.24,At Risk
13944,166,4,164.03,3,1,0.1,At Risk
13945,269,9,168.66,3,2,0.28,Delayed
13946,342,9,208.26,3,0,0.21,Delayed
13947,276,9,66.36,3,2,0.27,Delayed
13948,75,2,123.55,2,0,0.13,At Risk
13949,324,7,14.18,1,0,0.21,At Risk
13950,177,5,203.33,2,0,0.05,On-Time
13951,255,10,218.27,3,1,0.27,Delayed
13952,315,10,202.81,3,2,0.34,Delayed
13953,106,3,122.62,1,1,0.05,At Risk
13954,329,6,79.55,3,2,0.23,At Risk
13955,140,4,126.38,1,0,0.06,On-Time
13956,124,4,199.75,1,1,0.06,On-Time
13957,91,4,167.94,2,0,0.14,On-Time
13958,153,3,140.95,2,0,0.06,On-Time
13959,213,4,136.79,2,0,0.22,At Risk
13960,119,3,204.92,2,0,0.06,On-Time
13961,227,2,219.57,1,0,0.08,On-Time
13962,344,8,167.77,3,1,0.27,Delayed
13963,140,4,126.38,1,0,0.06,On-Time
13964,194,7,177.49,3,2,0.12,On-Time
13965,388,8,274.22,3,1,0.34,Delayed
13966,318,11,131.55,3,3,0.33,Delayed
13967,259,10,99.58,3,1,0.28,Delayed
13968,415,7,156.08,2,3,0.3,Delayed
13969,65,4,106.5,2,0,0.13,On-Time
13970,244,4,160.78,1,0,0.14,On-Time
13971,329,7,179.7,2,1,0.16,At Risk
13972,324,7,14.18,1,0,0.21,At Risk
13973,168,7,89.3,2,0,0.16,At Risk
13974,389,9,178.24,2,1,0.3,Delayed
13975,200,4,90.36,2,1,0.1,On-Time
13976,162,3,203.96,2,1,0.1,On-Time
13977,216,2,136.46,1,0,0.07,On-Time
13978,436,9,166.07,3,2,0.2,Delayed
13979,479,7,190.43,2,1,0.25,Delayed
13980,255,9,128.26,1,0,0.2,At Risk
13981,264,6,170.77,1,0,0.24,At Risk
13982,153,4,155.97,1,0,0.13,On-Time
13983,364,11,285.25,2,2,0.31,Delayed
13984,198,4,153.04,2,1,0.13,At Risk
13985,258,12,214.26,3,2,0.22,Delayed
13986,450,12,219.6,2,3,0.32,Delayed
13987,278,9,229.19,1,1,0.14,At Risk
13988,168,5,181.66,2,0,0.09,On-Time
13989,298,10,161.47,2,2,0.18,Delayed
13990,206,6,174.86,2,0,0.08,On-Time
13991,155,5,246.59,2,2,0.25,At Risk
13992,415,7,156.08,2,3,0.3,Delayed
13993,246,5,128.91,1,0,0.12,On-Time
13994,408,9,207.69,2,2,0.18,Delayed
13995,208,5,208.84,2,1,0.1,On-Time
13996,377,8,116.2,3,0,0.23,At Risk
13997,368,6,261.35,3,3,0.28,Delayed
13998,125,6,191.19,2,1,0.12,On-Time
13999,163,7,140.05,2,0,0.12,On-Time
14000,86,3,140.54,1,0,0.05,On-Time
14001,304,6,165.93,3,2,0.11,At Risk
14002,302,7,109.73,1,2,0.11,At Risk
14003,432,8,183.48,3,2,0.22,Delayed
14004,250,5,177.55,2,0,0.12,At Risk
14005,63,7,129.44,2,1,0.1,On-Time
14006,236,5,222.97,1,0,0.07,On-Time
14007,255,9,128.26,1,0,0.2,At Risk
14008,381,12,64.77,3,2,0.3,At Risk
14009,192,9,135.91,1,2,0.24,At Risk
14010,403,10,231.62,2,2,0.24,Delayed
14011,455,9,228.13,3,1,0.3,Delayed
14012,182,5,77.83,3,2,0.11,At Risk
14013,199,4,149.56,2,1,0.09,On-Time
14014,336,10,213.31,3,3,0.25,Delayed
14015,156,2,232.29,1,0,0.09,On-Time
14016,366,11,169.19,2,1,0.28,Delayed
14017,167,3,148.68,1,1,0.11,On-Time
14018,155,7,17.92,1,1,0.11,On-Time
14019,105,6,184.24,2,0,0.1,At Risk
14020,173,9,167.38,2,2,0.16,At Risk
14021,379,6,90.57,3,2,0.32,Delayed
14022,391,7,162.33,1,1,0.23,At Risk
14023,84,2,32.03,2,0,0.12,At Risk
14024,311,7,138.21,3,1,0.17,At Risk
14025,71,2,178.92,2,0,0.12,On-Time
14026,123,7,191.21,2,0,0.09,On-Time
14027,205,2,129.52,1,0,0.13,On-Time
14028,251,9,101.62,2,0,0.14,At Risk
14029,304,6,258.37,2,0,0.23,At Risk
14030,219,3,187.81,1,0,0.08,On-Time
14031,155,5,246.59,2,2,0.25,At Risk
14032,188,9,151.41,3,0,0.17,Delayed
14033,458,7,198.41,3,3,0.22,Delayed
14034,177,3,106.36,2,0,0.12,On-Time
14035,226,8,218.26,2,1,0.24,At Risk
14036,140,4,102.95,2,1,0.14,At Risk
14037,375,9,211.91,1,2,0.1,At Risk
14038,244,2,154.14,1,0,0.1,On-Time
14039,155,4,265.95,2,0,0.07,On-Time
14040,302,7,245.01,1,1,0.22,At Risk
14041,242,3,166.98,1,0,0.13,On-Time
14042,377,11,56.31,2,1,0.28,Delayed
14043,321,8,115.7,3,2,0.2,Delayed
14044,99,2,223.43,1,0,0.06,On-Time
14045,391,7,162.33,1,1,0.23,At Risk
14046,192,7,191.06,2,0,0.07,On-Time
14047,83,4,249.17,1,1,0.09,On-Time
14048,113,7,207.63,1,1,0.07,On-Time
14049,358,10,235.5,2,2,0.22,Delayed
14050,398,7,102.41,1,0,0.14,At Risk
14051,157,3,208.68,1,0,0.15,On-Time
14052,155,3,42.23,1,1,0.13,On-Time
14053,325,9,208.71,3,2,0.2,Delayed
14054,246,8,202.46,1,1,0.18,At Risk
14055,294,10,96.04,3,1,0.32,Delayed
14056,180,2,237.31,1,0,0.06,On-Time
14057,245,7,105.16,2,0,0.11,On-Time
14058,416,10,215.13,2,3,0.33,Delayed
14059,462,8,144.1,3,1,0.29,Delayed
14060,102,7,167.19,1,1,0.14,Delayed
14061,164,8,217.78,1,1,0.21,At Risk
14062,305,7,46.72,3,2,0.26,Delayed
14063,325,9,208.71,3,2,0.2,Delayed
14064,498,6,152.13,2,3,0.34,At Risk
14065,75,3,235.59,1,1,0.07,On-Time
14066,341,10,192.84,3,3,0.31,Delayed
14067,344,8,167.77,3,1,0.27,Delayed
14068,423,9,195.86,3,2,0.23,Delayed
14069,63,7,129.44,2,1,0.1,On-Time
14070,71,4,271.29,1,1,0.05,On-Time
14071,427,10,84.37,2,3,0.29,Delayed
14072,499,11,204.41,2,2,0.28,Delayed
14073,282,11,64.98,3,2,0.31,Delayed
14074,338,8,215.16,1,2,0.24,At Risk
14075,388,8,274.22,3,1,0.34,Delayed
14076,264,8,139.79,3,1,0.34,Delayed
14077,383,6,213.26,3,0,0.21,At Risk
14078,262,5,157.23,3,0,0.12,At Risk
14079,390,7,119.66,2,1,0.2,Delayed
14080,446,6,146.45,2,3,0.34,Delayed
14081,157,3,208.68,1,0,0.15,On-Time
14082,155,2,220.97,2,1,0.05,On-Time
14083,126,2,246.71,1,0,0.14,On-Time
14084,230,5,114.38,1,1,0.13,At Risk
14085,197,7,161.11,1,1,0.08,On-Time
14086,482,10,192.52,2,1,0.34,Delayed
14087,164,4,191.39,3,0,0.2,At Risk
14088,474,11,188.64,3,1,0.25,Delayed
14089,389,9,178.24,2,1,0.3,Delayed
14090,322,8,107.03,3,2,0.21,Delayed
14091,196,5,105.62,1,1,0.08,On-Time
14092,228,6,111.89,1,1,0.07,On-Time
14093,155,3,193.96,1,1,0.05,On-Time
14094,259,10,99.58,3,1,0.28,Delayed
14095,85,2,120.97,2,1,0.11,On-Time
14096,368,6,261.35,3,3,0.28,Delayed
14097,220,5,251.55,1,1,0.13,On-Time
14098,86,6,219.32,1,0,0.14,On-Time
14099,329,6,79.55,3,2,0.23,At Risk
14100,192,7,113.17,1,2,0.13,At Risk
14101,358,12,90.09,2,3,0.2,Delayed
14102,246,5,128.91,1,0,0.12,On-Time
14103,335,6,200.39,3,1,0.2,Delayed
14104,83,2,192.93,2,1,0.14,On-Time
14105,258,12,214.26,3,2,0.22,Delayed
14106,398,7,129.26,1,0,0.16,At Risk
14107,70,7,222.2,1,1,0.08,On-Time
14108,252,6,124.15,2,3,0.21,Delayed
14109,378,7,208.61,2,0,0.18,At Risk
14110,80,4,235.74,1,0,0.1,On-Time
14111,303,4,112.73,2,1,0.1,At Risk
14112,273,9,213.03,1,1,0.22,At Risk
14113,296,6,209.57,3,0,0.19,At Risk
14114,165,7,182.26,2,0,0.08,On-Time
14115,392,11,209.45,3,3,0.35,Delayed
14116,205,9,226.23,1,1,0.19,Delayed
14117,309,8,100.09,3,3,0.27,Delayed
14118,280,6,62.39,3,1,0.34,Delayed
14119,237,7,218.56,1,0,0.18,At Risk
14120,84,2,149.9,1,0,0.08,On-Time
14121,281,7,203.59,3,2,0.13,At Risk
14122,266,7,162.53,3,2,0.18,Delayed
14123,54,7,202.52,1,0,0.14,On-Time
14124,155,3,193.96,1,1,0.05,On-Time
14125,321,8,115.7,3,2,0.2,Delayed
14126,379,5,59.05,3,1,0.22,At Risk
14127,288,9,136.95,3,0,0.25,At Risk
14128,127,4,206.36,2,0,0.11,On-Time
14129,326,4,37.67,1,0,0.18,On-Time
14130,162,9,229.93,2,1,0.17,At Risk
14131,206,8,108.65,3,1,0.11,At Risk
14132,418,9,153.55,2,2,0.28,Delayed
14133,247,2,225.06,2,1,0.1,On-Time
14134,292,11,119.48,2,3,0.3,Delayed
14135,267,8,16.76,3,0,0.16,At Risk
14136,385,6,143.85,1,0,0.21,Delayed
14137,336,10,213.31,3,3,0.25,Delayed
14138,201,5,192.61,1,1,0.08,On-Time
14139,335,6,200.39,3,1,0.2,Delayed
14140,488,8,183.82,2,3,0.29,Delayed
14141,164,6,171.52,2,0,0.1,On-Time
14142,218,6,221.71,2,1,0.12,On-Time
14143,389,4,174.0,3,1,0.14,At Risk
14144,153,2,245.91,2,1,0.08,On-Time
14145,198,4,68.91,3,2,0.23,At Risk
14146,350,10,123.79,2,2,0.28,Delayed
14147,236,3,208.24,2,1,0.07,On-Time
14148,175,7,279.85,2,2,0.18,At Risk
14149,259,12,104.45,3,3,0.32,Delayed
14150,177,5,203.33,2,0,0.05,On-Time
14151,204,8,188.79,2,1,0.16,At Risk
14152,311,12,166.5,2,2,0.28,Delayed
14153,155,3,193.96,1,1,0.05,On-Time
14154,330,5,183.95,3,0,0.15,At Risk
14155,158,3,179.93,1,0,0.11,On-Time
14156,360,5,198.65,2,1,0.16,At Risk
14157,320,7,211.17,3,3,0.27,Delayed
14158,247,6,194.96,3,0,0.19,At Risk
14159,155,5,155.27,2,1,0.1,At Risk
14160,90,6,100.83,2,0,0.12,On-Time
14161,84,2,149.9,1,0,0.08,On-Time
14162,202,9,161.41,3,2,0.23,At Risk
14163,481,6,133.61,2,1,0.29,Delayed
14164,233,5,117.51,2,2,0.11,At Risk
14165,246,8,202.46,1,1,0.18,At Risk
14166,397,8,125.61,3,0,0.11,At Risk
14167,191,6,70.66,1,0,0.08,On-Time
14168,242,3,166.98,1,0,0.13,On-Time
14169,128,5,297.2,1,1,0.08,On-Time
14170,205,2,31.81,1,0,0.1,On-Time
14171,261,12,203.06,2,2,0.26,Delayed
14172,218,7,179.76,1,0,0.13,Delayed
14173,380,6,198.36,2,0,0.21,At Risk
14174,479,7,50.0,3,2,0.34,Delayed
14175,500,6,139.14,2,1,0.31,Delayed
14176,394,8,74.14,3,2,0.25,At Risk
14177,208,7,153.92,1,1,0.13,At Risk
14178,338,12,180.39,2,2,0.31,Delayed
14179,339,8,258.63,3,2,0.33,Delayed
14180,246,8,202.46,1,1,0.18,At Risk
14181,316,5,198.61,1,2,0.17,At Risk
14182,247,6,194.96,3,0,0.19,At Risk
14183,282,4,128.43,3,2,0.17,At Risk
14184,229,6,224.84,2,1,0.07,On-Time
14185,177,5,165.76,1,0,0.12,On-Time
14186,184,8,214.8,3,2,0.22,At Risk
14187,371,7,218.91,3,1,0.29,Delayed
14188,245,6,133.79,3,1,0.25,At Risk
14189,282,9,134.4,1,0,0.19,At Risk
14190,293,9,147.85,3,3,0.27,Delayed
14191,482,10,192.52,2,1,0.34,Delayed
14192,326,4,37.67,1,0,0.18,On-Time
14193,166,5,266.15,2,0,0.05,On-Time
14194,356,8,123.57,2,2,0.28,Delayed
14195,331,7,290.03,2,3,0.2,Delayed
14196,315,9,193.28,1,1,0.15,At Risk
14197,165,5,165.54,2,0,0.12,On-Time
14198,383,7,106.21,1,1,0.23,At Risk
14199,383,6,213.26,3,0,0.21,At Risk
14200,362,9,56.6,1,0,0.22,At Risk
14201,306,8,123.35,2,2,0.18,Delayed
14202,346,7,199.02,3,2,0.17,At Risk
14203,327,7,215.26,3,3,0.19,Delayed
14204,186,7,122.39,1,1,0.21,At Risk
14205,54,7,202.52,1,0,0.14,On-Time
14206,391,5,135.63,2,0,0.17,At Risk
14207,155,4,265.95,2,0,0.07,On-Time
14208,465,11,161.65,2,2,0.28,Delayed
14209,318,5,185.74,1,1,0.22,At Risk
14210,362,5,215.88,2,0,0.2,At Risk
14211,272,10,162.31,3,1,0.23,Delayed
14212,219,8,239.53,2,2,0.2,At Risk
14213,292,8,174.06,2,2,0.19,Delayed
14214,320,10,191.17,3,1,0.25,Delayed
14215,498,9,174.62,2,2,0.34,Delayed
14216,341,9,126.01,3,2,0.27,Delayed
14217,327,4,78.59,3,1,0.24,At Risk
14218,407,6,193.56,3,3,0.22,Delayed
14219,272,4,275.04,3,1,0.2,At Risk
14220,192,7,191.06,2,0,0.07,On-Time
14221,268,4,15.76,2,2,0.2,At Risk
14222,325,9,207.85,1,2,0.2,At Risk
14223,219,3,187.81,1,0,0.08,On-Time
14224,483,9,123.9,2,1,0.34,Delayed
14225,231,4,72.2,1,1,0.18,At Risk
14226,219,3,187.81,1,0,0.08,On-Time
14227,282,9,134.4,1,0,0.19,At Risk
14228,81,5,280.53,1,1,0.08,On-Time
14229,465,11,161.65,2,2,0.28,Delayed
14230,412,10,298.23,3,2,0.33,Delayed
14231,196,3,90.12,2,0,0.09,On-Time
14232,412,12,198.15,2,1,0.18,Delayed
14233,199,7,111.15,1,1,0.12,On-Time
14234,140,4,102.95,2,1,0.14,At Risk
14235,238,7,108.9,3,2,0.17,Delayed
14236,159,9,62.02,3,2,0.14,At Risk
14237,155,4,265.95,2,0,0.07,On-Time
14238,325,8,277.32,1,2,0.11,At Risk
14239,183,4,108.48,1,0,0.06,On-Time
14240,398,7,129.26,1,0,0.16,At Risk
14241,331,5,48.6,1,2,0.23,At Risk
14242,318,8,90.07,1,0,0.23,At Risk
14243,65,4,106.5,2,0,0.13,On-Time
14244,227,7,88.24,2,0,0.07,On-Time
14245,87,6,63.19,2,0,0.11,On-Time
14246,392,12,182.2,3,3,0.26,Delayed
14247,418,9,153.55,2,2,0.28,Delayed
14248,306,11,138.67,2,3,0.27,Delayed
14249,260,9,153.77,3,0,0.21,At Risk
14250,363,9,208.31,1,0,0.23,At Risk
14251,280,12,269.33,2,3,0.32,Delayed
14252,326,6,191.39,3,2,0.19,Delayed
14253,242,7,175.87,1,1,0.05,On-Time
14254,105,6,184.24,2,0,0.1,At Risk
14255,474,11,188.64,3,1,0.25,Delayed
14256,116,2,187.03,2,1,0.13,On-Time
14257,232,2,216.0,1,0,0.07,On-Time
14258,449,9,119.35,3,2,0.25,Delayed
14259,274,9,186.02,2,2,0.25,Delayed
14260,392,12,182.2,3,3,0.26,Delayed
14261,331,5,48.6,1,2,0.23,At Risk
14262,273,9,213.03,1,1,0.22,At Risk
14263,380,10,142.64,3,2,0.26,Delayed
14264,357,7,168.32,2,0,0.25,At Risk
14265,373,9,109.66,2,1,0.24,Delayed
14266,493,12,113.82,3,2,0.35,Delayed
14267,222,6,27.18,2,2,0.1,At Risk
14268,104,5,117.77,1,1,0.06,On-Time
14269,378,7,208.61,2,0,0.18,At Risk
14270,380,4,249.9,2,1,0.13,At Risk
14271,358,10,235.5,2,2,0.22,Delayed
14272,327,4,78.59,3,1,0.24,At Risk
14273,460,8,92.4,2,3,0.28,Delayed
14274,218,7,179.76,1,0,0.13,Delayed
14275,294,6,100.22,3,1,0.31,Delayed
14276,349,5,256.45,1,1,0.23,At Risk
14277,285,9,177.08,2,3,0.24,Delayed
14278,335,6,200.39,3,1,0.2,Delayed
14279,364,11,285.25,2,2,0.31,Delayed
14280,222,5,139.19,2,1,0.13,On-Time
14281,299,7,125.48,2,3,0.33,Delayed
14282,91,5,175.77,1,1,0.08,On-Time
